,Albedo_Mean_2011_B1,BAEI_Mean_2011_B1,EVI_Mean_2011_B1,GCI_Mean_2011_B1,LST_Mean_2011_B1,NDBI_Mean_2011_B1,NDMI_Mean_2011_B1,NDVI_Mean_2011_B1,NDWI_Mean_2011_B1,SAVI_Mean_2011_B1,Topografia_Static_B1,Topografia_Static_B2,Topografia_Static_B3,Topografia_Statics_B1,Topografia_Statics_B2,Topografia_Statics_B3
PC1,-1.8786992e-08,-1.233141e-05,1.1997376e-08,1.0,-6.643894e-08,-3.5437053e-05,3.5437053e-05,1.4282757e-05,2.5707093e-05,5.6094276e-09,1.0425711e-06,2.2755085e-08,3.5493403e-07,-2.934277e-08,-8.7539287e-10,-5.458616e-08
