,Albedo_Mean_2016_B1,BAEI_Mean_2016_B1,EVI_Mean_2016_B1,GCI_Mean_2016_B1,LST_Mean_2016_B1,NDBI_Mean_2016_B1,NDMI_Mean_2016_B1,NDVI_Mean_2016_B1,NDWI_Mean_2016_B1,SAVI_Mean_2016_B1,VARI_Mean_2016_B1,Topografia_Static_B1,Topografia_Static_B2,Topografia_Static_B3,Topografia_Statics_B1,Topografia_Statics_B2,Topografia_Statics_B3
PC1,-1.9053365e-07,-1.7590137e-05,1.2554325e-08,0.9999926,-5.577848e-08,-2.8242835e-05,2.8242835e-05,-6.007094e-07,2.307836e-05,6.8765122e-09,0.0038480589,2.8804184e-06,3.7674564e-08,3.8232398e-07,-2.1346548e-08,2.0042555e-10,-3.928543e-08
