,Albedo_Mean_2006_B1,BAEI_Mean_2006_B1,EVI_Mean_2006_B1,GCI_Mean_2006_B1,LST_Mean_2006_B1,NDBI_Mean_2006_B1,NDVI_Mean_2006_B1,NDWI_Mean_2006_B1,SAVI_Mean_2006_B1,UI_Mean_2006_B1,VARI_Mean_2006_B1,Topografia_Static_B1,Topografia_Static_B2,Topografia_Static_B3,Topografia_Statics_B1,Topografia_Statics_B2,Topografia_Statics_B3
PC1,-6.2221706e-10,-1.0568681e-05,7.9909945e-09,0.99998105,-5.322694e-08,-3.698896e-05,1.7492355e-05,1.9652605e-05,5.143798e-09,-5.4601565e-05,0.0061598574,2.3659093e-06,3.2138395e-08,2.1059073e-07,-2.9574895e-08,-3.2113237e-10,-5.5950355e-08
