,Albedo_Mean_2001_B1,BAEI_Mean_2001_B1,GCI_Mean_2001_B1,LST_Mean_2001_B1,NDBI_Mean_2001_B1,SAVI_Mean_2001_B1,UI_Mean_2001_B1,VARI_Mean_2001_B1,Topografia_Static_B1,Topografia_Static_B2,Topografia_Static_B3,Topografia_Statics_B1,Topografia_Statics_B2,Topografia_Statics_B3
PC1,5.327974e-08,-6.584354e-06,0.99998593,-5.1434924e-08,-1.6559867e-05,4.145191e-09,-4.0962943e-05,0.005300138,2.2416884e-06,2.235691e-08,2.3721593e-07,-2.5461404e-08,-7.075733e-10,-5.909461e-08
