,Albedo_Mean_2021_B1,EVI_Mean_2021_B1,GCI_Mean_2021_B1,LST_Mean_2021_B1,NDBI_Mean_2021_B1,NDMI_Mean_2021_B1,NDVI_Mean_2021_B1,NDWI_Mean_2021_B1,VARI_Mean_2021_B1,Topografia_Static_B1,Topografia_Static_B2,Topografia_Static_B3,Topografia_Statics_B1,Topografia_Statics_B2,Topografia_Statics_B3
PC1,-8.603553e-09,9.088557e-09,0.9999976,-7.00579e-08,-3.316455e-05,3.316455e-05,-5.998564e-06,1.4672795e-05,0.0021782974,3.6811284e-07,1.8042183e-08,2.1800321e-07,-1.4998164e-08,-3.8930917e-10,-1.4494112e-08
